Rating,Weak_foot,Skill_Moves,Potential,WageUnified
55,2,2,65,1000
67,2,2,72,0
57,3,2,76,6000
57,3,2,72,1000
71,3,2,81,22000
62,3,3,72,4000
53,2,2,73,6000
63,3,2,63,3000
49,3,2,68,1000
57,2,3,71,2000
72,2,3,75,4000
70,2,3,79,7000
66,2,2,73,1000
52,3,3,66,4000
69,4,2,71,10000
60,2,1,67,3000
64,3,2,74,3000
63,3,2,79,2000
65,2,1,71,2000
61,3,3,71,2000
65,3,2,69,1000
61,3,3,79,6000
62,2,1,66,1000
60,4,2,80,14000
79,3,3,87,125000
48,3,2,61,2000
62,2,2,74,2000
77,3,2,84,21000
55,3,2,75,6000
68,4,3,75,14000
51,3,1,67,1000
62,3,3,72,2000
58,2,2,68,1000
59,3,3,79,4000
63,3,3,74,2000
63,3,3,65,2000
63,2,3,75,1000
70,3,3,73,7000
61,3,2,77,9000
54,2,2,67,5000
64,2,3,71,5000
51,2,2,58,1000
63,3,3,76,5000
68,4,3,78,30000
57,2,2,69,1000
60,3,3,76,7000
66,2,2,74,3000
56,3,1,62,1000
60,3,2,68,1000
68,4,3,84,13000
58,3,3,79,6000
63,2,2,76,1000
67,3,2,82,6000
60,3,3,79,9000
61,3,2,73,1000
59,3,1,75,2000
55,3,2,64,2000
57,3,1,72,2000
64,4,3,74,2000
58,3,1,75,2000
51,3,3,64,1000
56,3,2,70,1000
65,3,2,66,0
66,3,1,69,3000
64,3,2,76,6000
61,3,3,76,4000
61,3,2,77,17000
58,3,2,70,1000
60,2,2,73,1000
68,3,3,72,20000
66,4,3,75,10000
72,4,4,72,9000
67,3,2,85,20000
58,4,2,61,1000
57,4,3,69,1000
69,2,3,79,11000
60,4,3,66,0
59,3,3,59,0
58,2,2,59,0
63,3,2,72,2000
59,3,3,61,0
60,4,3,62,0
58,3,3,66,0
66,3,2,67,1000
60,3,2,69,1000
58,3,2,72,1000
61,3,3,66,2000
65,3,1,74,2000
68,2,1,68,0
73,3,2,77,0
59,3,2,70,1000
65,3,2,74,5000
64,3,2,71,3000
62,3,3,68,1000
66,4,3,64,9000
77,3,2,85,48000
56,2,1,68,1000
65,3,2,70,7000
67,3,1,78,4000
55,2,2,64,1000
63,3,2,74,2000
50,3,2,65,4000
64,2,2,66,4000
68,3,2,85,40000
73,2,3,78,16000
71,4,2,77,1000
62,3,3,82,3000
66,3,2,82,4000
63,3,3,70,1000
69,3,3,78,5000
66,3,2,71,2000
55,2,1,67,1000
64,3,3,76,8000
72,3,2,80,25000
67,5,2,71,7000
61,4,2,70,3000
73,5,4,79,15000
64,3,3,71,4000
55,2,2,74,1000
60,3,2,72,8000
63,3,3,71,8000
50,2,1,67,1000
57,2,2,72,1000
60,3,2,71,1000
56,3,1,61,2000
58,3,2,65,1000
60,3,2,78,12000
57,2,1,74,4000
65,2,2,71,1000
65,3,2,77,7000
56,3,2,66,1000
56,3,2,63,1000
55,3,2,62,1000
61,3,2,73,8000
69,4,4,71,5000
60,3,2,70,6000
60,3,3,79,8000
56,2,1,76,3000
67,2,1,77,24000
74,3,4,85,14000
63,3,2,74,3000
62,2,2,71,1000
63,3,3,70,5000
64,3,4,74,4000
58,3,1,66,1000
57,3,3,63,1000
59,1,1,66,2000
61,3,2,72,2000
63,3,3,81,9000
69,2,2,75,17000
59,3,2,73,1000
67,4,4,82,20000
65,4,3,74,5000
53,2,1,69,1000
63,3,3,72,3000
52,2,1,62,1000
59,2,3,73,1000
68,4,3,76,8000
65,3,3,65,5000
55,2,1,67,1000
67,3,3,74,7000
60,2,2,71,1000
75,4,3,86,36000
47,1,1,59,1000
69,3,3,81,6000
53,2,2,68,1000
63,2,2,74,3000
57,2,2,72,4000
67,4,2,76,14000
54,3,3,65,1000
61,2,2,81,5000
57,3,1,74,4000
62,2,3,64,5000
63,3,1,69,2000
69,3,3,78,14000
60,3,1,76,2000
66,2,2,78,29000
61,3,2,64,3000
61,3,2,62,4000
66,3,2,70,4000
57,3,3,64,3000
73,4,3,84,68000
59,3,2,77,8000
63,4,3,79,4000
63,3,2,74,4000
70,3,2,75,7000
65,3,3,71,4000
62,3,2,78,2000
74,4,3,84,14000
62,3,3,76,10000
66,2,2,66,2000
58,3,3,69,1000
60,3,3,70,2000
55,3,2,66,1000
58,3,2,67,1000
70,3,3,76,11000
68,3,2,69,27000
70,5,2,80,29000
62,3,3,76,5000
52,3,2,67,1000
56,3,2,72,1000
62,3,2,76,4000
61,3,2,78,1000
57,3,3,67,1000
75,4,3,88,10000
66,4,4,66,10000
61,3,2,70,3000
59,3,2,62,4000
75,4,3,82,1000
63,3,2,73,2000
69,3,3,82,7000
65,3,2,75,3000
63,3,2,83,10000
66,2,2,82,9000
61,3,2,79,1000
57,3,2,69,1000
75,4,3,81,30000
71,3,2,77,27000
57,3,2,74,1000
62,3,1,87,0
72,3,3,81,8000
60,2,2,74,1000
56,4,2,65,1000
69,2,4,76,6000
60,3,3,72,1000
63,3,2,77,2000
72,2,3,81,10000
70,3,2,81,4000
63,3,3,75,12000
55,3,2,71,1000
70,3,3,78,5000
56,3,2,72,1000
62,3,2,79,6000
61,3,2,74,1000
57,2,2,63,3000
68,3,3,80,3000
58,2,1,68,1000
63,3,2,74,2000
65,2,2,74,1000
69,3,2,82,3000
68,3,2,78,2000
62,3,3,71,9000
61,3,3,64,4000
66,3,2,72,6000
61,3,2,73,3000
66,2,2,75,4000
64,3,3,82,51000
65,3,3,84,12000
60,3,3,80,7000
60,3,3,74,2000
70,3,2,80,22000
59,3,2,79,3000
70,2,2,73,19000
57,2,3,69,1000
57,3,2,66,1000
63,2,2,77,7000
58,3,1,61,1000
70,3,1,77,7000
55,2,2,73,1000
64,2,2,73,4000
65,3,3,65,2000
56,3,2,71,1000
59,3,3,69,1000
70,3,2,83,51000
61,3,2,73,4000
60,3,2,78,6000
60,2,2,79,5000
69,3,2,71,4000
55,3,2,69,1000
61,3,2,67,1000
62,3,2,68,4000
65,3,2,75,7000
60,3,1,60,1000
64,3,1,63,1000
67,2,2,68,6000
60,2,2,65,1000
60,3,2,59,1000
69,4,3,71,6000
60,2,1,66,2000
61,3,3,76,8000
55,3,2,65,1000
65,2,2,73,2000
56,2,1,67,3000
78,3,3,86,77000
71,4,2,79,11000
62,3,2,79,1000
57,3,2,65,1000
63,3,2,70,3000
69,3,3,75,5000
69,2,2,71,6000
61,3,2,61,5000
66,3,2,66,6000
66,3,3,72,3000
63,3,2,68,3000
69,3,4,74,8000
61,3,2,71,2000
55,2,3,56,0
62,3,2,72,2000
54,3,1,64,1000
56,3,2,67,3000
54,2,1,68,1000
65,2,2,76,6000
64,2,2,68,5000
68,3,2,72,11000
69,3,2,79,14000
72,4,4,74,14000
69,3,3,85,7000
67,2,2,75,5000
63,3,2,73,3000
67,2,2,71,13000
65,3,2,65,4000
64,2,1,69,3000
71,3,2,74,12000
71,3,2,74,12000
64,3,2,65,5000
66,5,2,78,8000
65,3,2,71,4000
58,3,1,72,1000
72,3,3,75,18000
66,3,3,68,4000
63,3,2,73,4000
62,2,2,63,2000
56,3,2,66,2000
61,4,2,69,3000
71,3,2,71,20000
56,2,2,68,1000
61,2,1,75,3000
75,3,3,81,16000
65,3,3,65,5000
65,4,2,65,5000
59,2,2,69,3000
69,3,3,74,8000
67,3,3,69,1000
73,3,3,73,29000
62,3,2,62,2000
61,3,1,74,1000
63,4,3,68,1000
64,3,3,64,1000
48,1,1,58,1000
60,2,1,70,1000
70,3,2,71,12000
67,3,2,70,7000
55,3,2,69,2000
66,3,3,77,6000
77,3,2,84,48000
65,3,2,74,2000
61,3,3,73,1000
67,3,3,78,5000
65,3,3,74,14000
65,4,3,74,5000
73,4,3,83,11000
56,2,2,76,1000
63,3,2,73,7000
67,3,3,78,18000
60,3,2,70,1000
59,2,3,78,2000
54,4,2,69,1000
61,3,2,73,3000
57,3,3,77,2000
65,3,3,73,5000
54,5,3,75,2000
61,3,2,67,1000
63,3,2,80,6000
64,3,2,81,8000
60,3,2,64,1000
55,2,2,72,1000
68,4,2,77,7000
53,3,2,70,4000
52,2,3,63,3000
64,3,3,70,3000
66,2,3,77,3000
62,2,2,75,3000
53,2,2,83,17000
57,2,1,64,1000
58,3,1,72,2000
69,3,2,75,6000
67,3,2,73,4000
64,3,2,69,1000
58,2,1,69,4000
70,2,1,81,6000
64,4,3,75,18000
71,4,2,86,18000
58,3,2,75,4000
54,2,2,66,1000
77,3,2,83,17000
68,3,3,78,5000
60,4,2,60,1000
64,3,2,73,5000
68,2,3,73,4000
60,3,3,72,3000
59,3,3,73,3000
66,3,3,73,4000
65,3,3,71,6000
57,2,2,66,5000
68,3,2,68,11000
64,2,2,71,1000
72,3,4,72,10000
60,3,1,74,2000
68,2,2,69,4000
71,3,3,74,7000
67,3,2,79,11000
70,3,5,85,32000
60,2,2,78,7000
60,2,1,64,1000
61,4,2,72,1000
63,3,3,76,3000
68,4,3,62,1000
68,3,2,68,6000
58,3,2,71,4000
55,3,3,70,3000
57,3,2,70,3000
56,2,3,73,3000
70,3,2,68,6000
65,2,3,67,1000
76,4,2,84,13000
46,3,1,60,1000
57,3,2,71,2000
62,3,2,67,2000
63,3,2,74,4000
61,3,2,67,2000
67,2,2,68,5000
57,3,1,71,1000
64,4,2,76,3000
61,3,2,76,2000
61,3,3,70,1000
58,3,3,66,1000
64,3,3,78,2000
72,4,4,83,29000
61,3,3,77,5000
67,3,2,79,2000
60,3,3,60,2000
59,4,3,72,4000
72,4,3,78,8000
67,3,3,69,6000
67,2,2,66,2000
69,3,2,83,25000
60,3,2,71,5000
57,3,2,59,1000
55,3,2,69,2000
59,3,3,80,13000
68,2,2,71,6000
63,3,2,77,1000
71,3,2,73,8000
56,2,2,62,1000
62,3,2,64,4000
67,3,2,66,7000
59,4,2,71,4000
62,4,3,73,2000
63,4,3,77,2000
63,2,2,70,6000
67,3,3,78,6000
68,3,2,73,7000
72,4,3,78,1000
59,2,1,69,1000
71,2,2,72,6000
66,3,2,78,9000
66,3,2,73,5000
62,2,1,69,1000
67,3,2,72,2000
63,2,2,72,2000
64,2,2,78,7000
63,3,2,86,14000
63,2,2,67,2000
60,3,2,61,2000
65,3,2,73,10000
64,3,2,76,8000
60,3,2,68,3000
52,3,1,65,1000
70,3,2,77,12000
65,3,2,77,6000
53,3,1,70,1000
76,4,4,86,89000
67,2,2,81,10000
72,3,3,71,12000
68,2,2,67,3000
62,2,2,77,7000
70,4,3,79,6000
64,3,3,71,2000
61,3,2,75,3000
62,2,2,69,1000
65,3,3,71,5000
75,2,4,82,17000
55,3,2,76,3000
67,3,2,68,0
57,3,2,76,1000
52,3,2,73,2000
60,3,2,72,2000
65,3,2,74,1000
69,3,3,78,13000
64,3,3,70,3000
66,2,3,73,2000
68,4,2,79,8000
63,2,3,71,2000
66,2,1,68,4000
65,2,2,63,2000
60,3,2,73,1000
62,3,2,74,15000
54,2,2,69,1000
68,3,2,74,6000
59,3,2,66,1000
64,3,2,82,5000
70,2,2,72,8000
55,3,1,70,1000
64,4,1,78,10000
63,3,3,70,4000
66,3,3,79,1000
65,3,3,80,7000
69,3,2,74,6000
65,2,1,75,4000
66,3,2,78,3000
59,2,2,75,2000
60,3,3,69,2000
72,3,2,82,22000
59,3,3,75,7000
52,3,2,65,1000
54,3,3,75,4000
64,3,3,73,6000
56,3,2,70,1000
64,5,2,71,5000
72,2,3,77,0
57,3,2,77,2000
64,3,2,73,10000
64,3,2,80,16000
65,3,2,70,4000
72,3,2,83,16000
60,3,2,72,3000
60,4,3,78,3000
59,3,3,72,4000
71,3,4,79,3000
54,3,1,65,1000
53,3,2,66,1000
51,2,2,64,1000
70,3,2,81,40000
60,3,2,72,2000
72,3,2,78,19000
62,3,3,70,4000
68,3,2,71,14000
68,3,4,71,7000
63,2,2,70,2000
56,3,2,65,3000
67,3,2,73,1000
60,2,2,65,1000
56,3,3,65,3000
64,3,3,73,4000
65,3,3,71,3000
63,2,2,77,6000
61,3,3,70,5000
62,3,3,76,1000
61,3,3,63,2000
67,4,3,79,11000
56,3,2,63,6000
72,4,3,83,36000
59,2,1,59,1000
64,3,3,78,10000
65,3,3,75,12000
69,3,3,79,14000
65,3,2,70,1000
58,3,2,68,2000
65,2,2,70,1000
57,3,3,71,2000
63,3,2,72,1000
59,3,2,72,1000
61,3,2,67,2000
71,3,2,79,10000
62,4,2,69,1000
52,3,3,71,2000
58,3,2,76,4000
76,4,4,86,29000
63,3,2,75,1000
70,3,1,80,43000
57,3,2,72,2000
64,3,2,78,9000
66,3,2,77,3000
59,3,3,66,2000
60,3,3,71,2000
57,3,3,70,2000
60,3,3,69,9000
66,2,4,80,24000
59,2,2,72,1000
59,3,3,73,3000
69,3,4,74,8000
56,3,1,73,1000
50,2,2,63,1000
58,2,3,59,2000
69,3,4,78,14000
67,4,2,76,5000
64,3,3,72,2000
63,3,3,75,1000
61,3,2,73,2000
74,3,2,82,34000
69,3,2,82,28000
70,3,3,80,11000
57,3,2,72,2000
52,3,1,69,1000
66,3,3,85,46000
64,3,3,73,2000
53,3,3,67,1000
64,3,2,75,3000
70,3,2,78,4000
73,3,3,79,26000
64,3,2,74,7000
69,2,2,69,5000
66,3,1,79,3000
72,3,2,82,17000
63,3,2,78,9000
66,3,2,72,2000
58,3,2,68,2000
68,3,2,80,12000
74,3,2,82,25000
65,2,2,77,10000
69,3,3,76,27000
74,4,3,77,12000
53,4,3,64,1000
65,3,3,78,13000
53,2,2,61,1000
60,3,3,76,5000
59,2,2,68,2000
69,3,4,76,6000
64,3,3,73,5000
78,3,3,86,33000
71,3,3,81,13000
64,3,3,75,1000
52,3,2,71,1000
53,3,2,70,2000
67,2,3,72,6000
53,2,2,68,1000
52,3,2,74,1000
55,3,2,76,1000
69,2,1,69,8000
75,2,1,75,12000
67,3,1,67,7000
67,3,1,67,8000
77,2,1,77,18000
70,2,1,70,17000
73,3,1,73,10000
63,3,1,63,2000
65,3,1,65,4000
73,2,1,73,12000
68,2,2,68,9000
71,2,2,71,18000
77,5,2,77,32000
77,3,2,77,22000
64,3,3,64,4000
74,3,3,74,31000
66,4,3,66,4000
70,3,3,70,9000
75,3,3,75,28000
70,2,2,70,15000
66,3,2,66,5000
69,3,2,69,10000
69,3,3,69,8000
70,3,2,70,22000
68,2,2,68,9000
75,3,2,75,18000
73,2,2,73,15000
73,3,3,73,15000
66,3,3,66,8000
74,4,2,74,28000
67,3,3,68,10000
72,3,2,73,16000
74,3,2,74,15000
65,3,2,65,4000
74,2,2,74,28000
72,3,2,72,21000
76,3,2,76,22000
74,2,2,74,24000
73,3,2,73,15000
65,3,2,65,4000
73,3,2,73,14000
72,2,2,72,11000
66,3,2,66,4000
67,3,2,67,10000
73,3,2,73,24000
75,3,2,75,22000
64,3,2,64,4000
75,3,2,75,18000
69,3,2,69,9000
75,3,2,75,15000
76,3,2,76,34000
73,3,2,73,17000
76,4,2,76,17000
71,3,2,71,22000
74,3,2,73,24000
68,3,2,68,10000
74,4,2,74,17000
70,3,2,70,17000
70,3,2,70,11000
67,3,2,67,8000
68,3,2,68,9000
69,3,2,69,12000
74,2,2,74,24000
75,3,2,75,22000
75,4,2,75,15000
69,3,2,69,10000
74,3,2,74,16000
72,4,3,72,23000
76,4,2,76,37000
72,2,2,72,12000
65,2,2,66,7000
67,4,4,67,19000
71,2,3,71,13000
66,3,3,66,5000
71,3,4,71,23000
74,4,4,74,20000
77,5,4,77,28000
63,3,3,63,3000
75,5,4,76,35000
74,4,4,74,17000
69,3,3,69,19000
75,3,4,75,33000
70,3,3,71,19000
74,4,4,74,29000
73,5,4,73,29000
72,4,4,72,11000
64,3,3,64,6000
67,3,4,67,10000
72,3,3,72,22000
67,3,4,67,19000
73,4,3,73,19000
67,3,3,67,11000
72,3,2,73,28000
68,3,3,68,17000
67,3,3,67,20000
72,5,3,72,14000
72,4,4,72,13000
71,3,4,71,27000
77,3,3,77,43000
68,3,3,68,15000
72,4,4,72,21000
67,3,3,67,15000
72,3,3,72,14000
68,3,4,68,10000
69,5,4,69,9000
69,3,3,69,22000
71,3,3,72,14000
68,2,2,69,3000
76,3,1,76,16000
69,3,1,69,11000
67,3,1,67,12000
76,2,1,76,14000
76,3,1,76,21000
71,1,1,71,9000
73,2,1,74,26000
75,2,1,75,21000
74,3,1,74,24000
62,3,1,62,2000
73,2,1,73,11000
63,3,1,63,2000
73,3,1,73,17000
71,2,1,71,10000
72,2,2,72,15000
68,1,2,68,8000
70,3,3,70,15000
63,3,2,63,3000
75,3,2,75,15000
74,3,2,74,24000
70,3,3,70,16000
72,3,2,72,11000
71,3,3,71,18000
72,3,3,72,22000
76,4,3,76,40000
74,3,3,75,16000
62,4,2,62,3000
69,3,3,69,9000
73,3,3,73,16000
74,3,3,74,24000
71,3,2,71,18000
77,3,3,77,37000
72,3,3,72,11000
70,3,3,70,21000
70,5,3,72,11000
70,3,2,70,15000
72,3,3,72,11000
71,3,3,71,12000
70,3,2,70,17000
75,3,2,75,21000
68,3,3,68,12000
72,3,2,72,12000
76,2,2,76,26000
75,3,2,75,25000
70,3,2,70,9000
72,3,2,72,21000
71,3,2,72,9000
70,3,2,70,10000
73,4,2,73,16000
75,3,2,75,18000
74,2,2,74,28000
71,1,2,71,15000
72,2,2,72,24000
74,3,2,73,30000
72,3,2,72,12000
67,2,2,67,10000
74,3,2,74,31000
70,3,2,70,14000
73,3,2,73,21000
70,3,2,70,19000
74,3,2,74,16000
71,3,2,71,19000
72,3,2,72,13000
74,3,4,75,31000
71,3,2,71,14000
73,3,2,73,32000
67,3,2,67,9000
69,4,4,69,16000
70,3,2,70,19000
74,3,2,74,22000
65,3,2,65,5000
73,3,4,73,17000
72,4,2,72,11000
74,4,2,74,13000
71,3,2,71,20000
72,3,2,72,12000
72,3,2,72,12000
67,3,2,67,10000
77,3,2,77,24000
66,3,2,66,4000
72,3,2,72,13000
71,3,2,71,12000
73,3,2,73,13000
63,2,3,63,3000
71,3,2,71,22000
70,3,2,70,11000
63,3,2,63,2000
72,3,2,73,31000
67,3,2,67,9000
72,3,2,72,15000
67,2,3,67,11000
72,3,2,72,15000
76,2,2,76,21000
68,4,2,68,14000
75,3,2,75,28000
71,3,4,71,13000
69,3,3,69,11000
72,3,4,72,17000
62,3,3,62,3000
75,2,3,75,20000
70,4,4,70,15000
75,4,4,75,18000
74,5,4,74,23000
67,3,4,67,20000
74,3,4,74,23000
74,3,4,75,31000
67,3,4,67,9000
66,5,3,67,10000
70,4,4,70,25000
68,2,3,68,12000
70,3,4,70,17000
75,3,4,75,18000
68,3,4,68,17000
67,3,4,67,8000
72,4,4,72,17000
72,3,4,72,26000
70,4,4,70,13000
76,4,4,76,22000
74,3,4,74,17000
74,4,4,74,15000
72,4,4,72,14000
68,4,4,68,17000
71,3,4,71,23000
74,3,4,74,16000
74,3,4,74,17000
70,4,4,70,21000
69,3,3,69,10000
67,3,3,67,8000
67,3,4,67,17000
74,3,3,74,20000
64,3,2,64,4000
73,3,4,74,24000
75,4,3,75,37000
63,3,4,63,4000
66,5,4,66,5000
73,3,4,73,20000
73,3,4,76,31000
74,3,3,74,34000
68,5,4,68,10000
75,3,4,75,18000
66,3,3,66,5000
70,2,3,70,22000
65,4,3,66,5000
73,3,4,73,38000
64,4,4,64,4000
71,4,3,72,15000
68,3,3,68,11000
72,3,4,73,37000
70,3,4,70,19000
72,5,4,72,23000
71,2,4,71,12000
64,3,3,64,5000
77,3,3,77,35000
72,1,1,72,16000
75,3,2,75,18000
73,3,3,73,17000
71,3,2,71,18000
70,3,2,70,24000
63,4,3,66,10000
71,3,3,73,6000
65,3,3,77,6000
73,3,3,79,17000
60,3,3,74,2000
56,3,3,67,1000
60,3,2,61,1000
64,3,2,69,1000
73,2,2,82,36000
59,4,2,70,1000
60,3,2,75,1000
60,3,2,68,1000
76,3,2,87,30000
79,3,1,94,35000
66,3,2,73,5000
62,3,1,67,2000
59,3,2,72,7000
50,3,2,63,1000
64,3,2,75,18000
53,2,2,68,2000
78,4,5,92,115000
61,3,2,78,4000
65,2,2,66,2000
63,3,2,79,1000
74,3,3,79,13000
63,3,2,81,5000
57,3,3,65,1000
52,3,2,62,1000
63,2,2,82,12000
52,3,2,68,1000
57,2,3,72,4000
60,3,2,69,1000
55,3,2,68,1000
53,2,1,70,1000
65,2,3,84,8000
77,4,3,86,49000
61,3,2,79,8000
56,2,2,60,1000
58,3,3,68,4000
68,3,3,79,5000
65,3,3,78,16000
67,3,3,78,27000
58,3,3,64,2000
63,3,3,67,3000
53,3,2,73,1000
59,3,3,70,6000
63,3,3,74,3000
68,2,2,82,4000
59,3,2,70,3000
54,2,2,71,1000
65,3,4,70,3000
72,3,2,77,1000
69,3,2,74,11000
66,3,3,71,15000
66,3,2,74,10000
58,3,2,74,2000
67,3,1,80,7000
63,3,1,83,1000
55,2,2,71,1000
58,3,2,66,1000
62,2,2,76,8000
62,2,2,75,9000
60,2,2,75,6000
62,2,2,80,8000
60,2,3,75,2000
65,4,2,82,13000
53,3,2,70,2000
63,3,3,69,1000
59,2,2,77,4000
57,3,2,77,6000
74,5,2,85,36000
75,4,2,86,24000
52,2,2,65,1000
72,3,3,79,22000
65,3,2,73,2000
66,3,3,78,1000
66,2,3,69,1000
78,3,3,83,11000
64,3,3,76,15000
65,3,3,70,13000
73,4,3,82,11000
66,3,3,66,3000
65,4,2,70,2000
64,3,2,73,3000
54,3,2,64,3000
70,3,2,80,38000
68,2,4,82,10000
62,3,3,69,2000
66,3,2,74,21000
55,2,1,72,2000
60,3,3,69,4000
59,2,2,73,1000
62,3,2,72,3000
74,3,3,79,24000
62,3,3,76,2000
62,3,3,74,9000
56,3,3,68,1000
56,2,2,56,1000
66,2,2,72,3000
65,2,1,78,8000
60,2,1,60,0
56,3,2,79,1000
66,3,2,68,11000
70,3,2,73,18000
60,2,2,68,4000
69,3,2,84,13000
60,3,2,73,2000
59,2,1,69,2000
47,3,2,56,1000
61,3,2,80,2000
64,2,2,73,2000
66,3,2,78,7000
69,3,2,80,15000
62,3,3,73,9000
57,3,2,68,1000
59,3,3,70,1000
73,3,4,81,11000
54,3,2,65,1000
59,2,2,74,1000
62,2,3,72,0
58,3,2,70,4000
57,3,2,71,5000
52,3,1,65,3000
68,3,3,75,7000
56,2,2,66,1000
64,2,2,75,4000
58,2,3,74,2000
63,3,2,68,3000
54,2,1,71,4000
57,2,2,69,1000
61,2,3,70,1000
68,3,2,75,11000
58,3,2,66,2000
56,3,2,75,1000
58,4,2,71,1000
57,2,2,67,2000
60,3,3,67,2000
65,3,2,72,2000
59,3,3,78,7000
61,3,3,78,8000
64,3,3,76,5000
69,3,2,86,13000
65,3,3,81,2000
51,2,1,64,1000
70,3,4,85,9000
57,4,3,73,1000
72,4,3,82,32000
61,2,3,75,2000
56,2,2,57,1000
63,3,2,73,3000
62,3,3,77,7000
59,3,1,80,1000
61,3,2,78,2000
68,3,3,77,12000
68,3,2,85,23000
53,2,2,69,1000
56,2,2,65,1000
63,3,2,76,2000
57,3,2,70,1000
62,3,3,77,2000
60,3,3,67,5000
63,3,2,73,2000
58,3,1,68,1000
57,3,2,62,2000
63,1,2,70,0
60,3,2,76,3000
60,2,2,66,1000
62,3,3,66,4000
72,3,2,86,56000
61,3,3,78,5000
53,1,1,63,1000
65,2,2,74,4000
70,2,2,84,19000
59,3,1,71,2000
65,3,2,77,22000
63,3,3,72,2000
69,3,3,83,7000
68,3,2,76,4000
66,4,2,78,2000
61,3,3,77,6000
64,4,3,82,11000
65,4,3,85,15000
67,4,3,80,8000
58,3,3,72,8000
68,3,3,79,4000
59,2,3,68,6000
60,3,3,75,6000
81,5,5,92,150000
58,3,2,71,1000
52,3,2,75,1000
54,3,2,69,1000
61,2,2,70,1000
66,1,1,76,2000
67,3,2,88,9000
68,2,2,84,44000
59,3,2,69,5000
62,3,4,66,2000
62,2,1,65,1000
58,2,2,57,1000
64,3,3,63,1000
65,4,2,70,2000
65,1,2,71,2000
65,3,2,71,2000
70,2,2,78,11000
67,4,2,67,3000
64,3,1,75,1000
59,3,2,59,1000
54,3,2,78,3000
65,3,3,70,1000
63,2,2,79,3000
60,2,3,79,2000
66,2,3,77,5000
66,3,2,76,3000
58,3,3,70,3000
68,4,3,80,6000
61,3,2,72,2000
70,3,2,81,38000
60,3,3,78,1000
58,3,2,76,1000
73,3,1,76,5000
59,3,3,66,1000
57,4,2,77,2000
62,3,3,70,2000
59,3,2,59,0
60,3,3,76,7000
55,4,2,68,1000
51,2,1,57,1000
64,3,2,78,1000
50,2,2,62,1000
64,3,4,72,3000
54,2,2,54,1000
57,2,2,58,1000
62,3,1,80,0
61,3,2,73,1000
67,2,2,80,13000
64,4,3,69,8000
54,3,2,68,1000
52,3,2,55,3000
54,3,2,69,1000
65,3,3,75,12000
61,4,2,78,6000
48,2,2,75,1000
67,3,3,80,27000
66,3,2,75,5000
76,3,2,87,23000
75,3,3,85,42000
53,2,2,63,5000
70,3,3,84,9000
56,3,1,60,2000
57,3,2,77,1000
63,3,2,64,1000
62,2,2,70,3000
59,2,3,78,3000
60,2,1,66,1000
68,3,3,73,3000
64,2,2,64,1000
64,3,2,64,1000
59,3,2,78,4000
58,2,2,61,1000
78,3,3,89,74000
60,2,2,72,2000
59,2,1,70,1000
53,3,2,61,1000
62,3,2,81,11000
60,3,2,68,1000
77,3,1,89,10000
66,3,4,68,1000
69,3,3,71,2000
65,3,3,73,1000
67,5,3,81,3000
60,2,1,77,1000
53,3,1,65,1000
68,3,3,68,12000
69,3,3,81,4000
62,3,2,67,3000
54,2,3,73,3000
69,3,3,84,24000
77,4,3,94,31000
62,3,2,76,4000
49,2,1,57,1000
50,3,2,69,2000
66,4,3,76,5000
69,3,2,77,24000
59,3,2,74,5000
64,2,2,69,5000
68,3,2,84,11000
47,3,2,67,1000
70,3,3,85,11000
57,3,2,69,2000
49,2,1,67,1000
59,3,2,78,2000
60,2,4,74,1000
62,3,2,79,4000
54,3,2,70,1000
66,3,1,78,2000
58,3,2,76,3000
61,3,3,81,6000
61,3,3,69,2000
65,3,2,78,22000
61,2,2,67,2000
59,2,2,68,1000
57,2,1,63,1000
54,3,3,71,1000
70,4,3,73,4000
64,3,3,83,2000
69,3,3,79,16000
65,3,3,81,10000
67,2,3,75,2000
62,3,3,79,13000
60,2,2,68,1000
58,2,1,70,1000
57,3,2,63,1000
68,2,3,68,7000
64,2,2,70,2000
73,4,3,82,23000
62,2,3,67,8000
67,5,3,72,3000
63,3,2,74,1000
65,3,2,75,2000
53,2,1,71,1000
61,3,3,71,7000
63,3,3,80,19000
53,2,2,74,1000
63,3,2,70,4000
60,3,2,67,2000
58,3,2,64,0
57,3,2,78,3000
67,4,3,83,5000
60,4,2,72,1000
57,3,2,65,2000
60,3,2,71,2000
69,3,4,76,4000
65,4,3,65,2000
62,3,2,62,1000
72,4,3,79,15000
67,4,3,68,9000
58,2,2,80,1000
66,3,2,70,2000
65,3,3,70,2000
54,3,4,66,1000
69,3,2,75,2000
61,2,2,71,2000
60,3,3,66,1000
56,3,3,65,2000
65,2,1,65,1000
68,3,2,73,3000
60,2,2,67,1000
69,3,3,83,13000
55,3,2,67,1000
64,2,3,69,2000
60,2,2,65,1000
62,3,2,69,2000
60,2,3,65,2000
61,2,2,69,1000
61,3,2,62,1000
65,3,2,73,4000
50,3,2,59,2000
61,4,2,75,1000
64,2,2,65,3000
61,3,3,73,1000
66,3,2,70,6000
65,3,2,65,5000
63,3,3,75,1000
73,3,3,73,3000
66,4,3,84,6000
55,3,3,63,1000
57,2,1,72,2000
64,2,2,75,2000
60,3,2,67,1000
54,3,1,66,1000
71,5,3,82,4000
64,3,3,72,3000
58,2,3,67,1000
71,3,4,83,19000
71,3,2,85,45000
56,3,3,69,4000
55,2,1,68,2000
