Rating,Weak_foot,Skill_Moves,Potential,ValueUnified
60,3,2,73,300000
62,3,2,74,550000
54,2,2,69,190000
68,3,2,74,1000000
59,3,2,66,190000
64,3,2,82,1500000
70,2,2,72,2200000
55,3,1,70,180000
64,4,1,78,1100000
63,3,3,70,950000
66,3,3,79,1200000
65,3,3,80,1400000
69,3,2,74,1200000
65,2,1,75,850000
66,3,2,78,1400000
59,2,2,75,550000
60,3,3,69,425000
72,3,2,82,7000000
59,3,3,75,325000
52,3,2,65,120000
54,3,3,75,875000
64,3,3,73,700000
56,3,2,70,200000
64,5,2,71,550000
72,2,3,77,0
57,3,2,77,425000
64,3,2,73,700000
64,3,2,80,1400000
65,3,2,70,625000
72,3,2,83,5500000
60,3,2,72,425000
60,4,3,78,550000
59,3,3,72,375000
71,3,4,79,3400000
54,3,1,65,80000
53,3,2,66,120000
51,2,2,64,60000
70,3,2,81,8000000
60,3,2,72,325000
72,3,2,78,3600000
62,3,3,70,525000
68,3,2,71,1100000
68,3,4,71,1100000
63,2,2,70,525000
56,3,2,65,240000
67,3,2,73,1000000
60,2,2,65,230000
56,3,3,65,140000
64,3,3,73,675000
65,3,3,71,650000
63,2,2,77,975000
61,3,3,70,400000
62,3,3,76,675000
61,3,3,63,350000
67,4,3,79,1300000
56,3,2,63,300000
72,4,3,83,10000000
59,2,1,59,110000
64,3,3,78,1600000
65,3,3,75,1100000
69,3,3,79,2800000
65,3,2,70,700000
58,3,2,68,250000
65,2,2,70,425000
57,3,3,71,475000
63,3,2,72,575000
59,3,2,72,550000
61,3,2,67,400000
71,3,2,79,3000000
62,4,2,69,375000
52,3,3,71,280000
58,3,2,76,290000
76,4,4,86,12000000
63,3,2,75,500000
70,3,1,80,9000000
57,3,2,72,190000
64,3,2,78,1100000
66,3,2,77,925000
59,3,3,66,220000
60,3,3,71,350000
57,3,3,70,180000
60,3,3,69,375000
66,2,4,80,1500000
59,2,2,72,260000
59,3,3,73,350000
69,3,4,74,1400000
56,3,1,73,160000
50,2,2,63,90000
58,2,3,59,140000
69,3,4,78,2600000
67,4,2,76,1300000
64,3,3,72,575000
63,3,3,75,575000
61,3,2,73,450000
74,3,2,82,7000000
69,3,2,82,2800000
70,3,3,80,2800000
57,3,2,72,375000
52,3,1,69,140000
66,3,3,85,7000000
64,3,3,73,700000
53,3,3,67,130000
64,3,2,75,775000
70,3,2,78,2800000
73,3,3,79,8500000
64,3,2,74,925000
69,2,2,69,875000
66,3,1,79,975000
72,3,2,82,5000000
63,3,2,78,1300000
66,3,2,72,875000
58,3,2,68,200000
68,3,2,80,1600000
74,3,2,82,9500000
65,2,2,77,1100000
69,3,3,76,1200000
74,4,3,77,5500000
53,4,3,64,90000
65,3,3,78,3300000
53,2,2,61,90000
60,3,3,76,800000
59,2,2,68,200000
69,3,4,76,1000000
64,3,3,73,600000
78,3,3,86,18000000
71,3,3,81,3700000
64,3,3,75,775000
52,3,2,71,190000
53,3,2,70,180000
67,2,3,72,1200000
53,2,2,68,110000
52,3,2,74,290000
55,3,2,76,550000
69,2,1,69,525000
75,2,1,75,3400000
67,3,1,67,525000
67,3,1,67,525000
77,2,1,77,6000000
70,2,1,70,900000
73,3,1,73,2900000
63,3,1,63,190000
65,3,1,65,375000
73,2,1,73,2900000
68,2,2,68,775000
71,2,2,71,900000
77,5,2,77,6500000
77,3,2,77,6500000
64,3,3,64,400000
74,3,3,74,4300000
66,4,3,66,475000
70,3,3,70,1500000
75,3,3,75,6000000
70,2,2,70,675000
66,3,2,66,475000
69,3,2,69,400000
69,3,3,69,800000
70,3,2,70,1500000
68,2,2,68,350000
75,3,2,75,5000000
73,2,2,73,3000000
73,3,3,73,3500000
66,3,3,66,475000
74,4,2,74,4900000
67,3,3,68,350000
72,3,2,73,1600000
74,3,2,74,2300000
65,3,2,65,475000
74,2,2,74,5000000
72,3,2,72,1300000
76,3,2,76,6000000
74,2,2,74,5000000
73,3,2,73,3100000
65,3,2,65,475000
73,3,2,73,3500000
72,2,2,72,2800000
66,3,2,66,260000
67,3,2,67,300000
73,3,2,73,3500000
75,3,2,75,5000000
64,3,2,64,400000
75,3,2,75,5000000
69,3,2,69,925000
75,3,2,75,6000000
76,3,2,76,7000000
73,3,2,73,1600000
76,4,2,76,3100000
71,3,2,71,1800000
74,3,2,73,3500000
68,3,2,68,375000
74,4,2,74,2300000
70,3,2,70,1600000
70,3,2,70,725000
67,3,2,67,600000
68,3,2,68,375000
69,3,2,69,425000
74,2,2,74,5000000
75,3,2,75,5000000
75,4,2,75,6000000
69,3,2,69,825000
74,3,2,74,5000000
72,4,3,72,1900000
76,4,2,76,6000000
72,2,2,72,1300000
65,2,2,66,260000
67,4,4,67,825000
71,2,3,71,2600000
66,3,3,66,400000
71,3,4,71,1400000
74,4,4,74,5500000
77,5,4,77,5500000
63,3,3,63,220000
75,5,4,76,7500000
74,4,4,74,3400000
69,3,3,69,1100000
75,3,4,75,7000000
70,3,3,71,2600000
74,4,4,74,5500000
73,5,4,73,3900000
72,4,4,72,3400000
64,3,3,64,450000
67,3,4,67,825000
72,3,3,72,3400000
67,3,4,67,825000
73,4,3,73,2500000
67,3,3,67,475000
72,3,2,73,3500000
68,3,3,68,1000000
67,3,3,67,850000
72,5,3,72,2000000
72,4,4,72,3400000
71,3,4,71,1500000
77,3,3,77,10000000
68,3,3,68,575000
72,4,4,72,3400000
67,3,3,67,750000
72,3,3,72,3400000
68,3,4,68,575000
69,5,4,69,1200000
69,3,3,69,1100000
71,3,3,72,3400000
68,2,2,69,850000
76,3,1,76,5500000
69,3,1,69,700000
67,3,1,67,550000
76,2,1,76,5500000
76,3,1,76,5000000
71,1,1,71,1200000
73,2,1,74,3800000
75,2,1,75,3400000
74,3,1,74,4000000
62,3,1,62,150000
73,2,1,73,2700000
63,3,1,63,260000
73,3,1,73,2000000
71,2,1,71,1200000
72,2,2,72,1200000
68,1,2,68,775000
70,3,3,70,1300000
63,3,2,63,140000
75,3,2,75,5000000
74,3,2,74,4900000
70,3,3,70,1300000
72,3,2,72,1200000
71,3,3,71,900000
72,3,3,72,2700000
76,4,3,76,6000000
74,3,3,75,6000000
62,4,2,62,230000
69,3,3,69,900000
73,3,3,73,1500000
74,3,3,74,4900000
71,3,2,71,900000
77,3,3,77,6500000
72,3,3,72,1200000
70,3,3,70,675000
70,5,3,72,2700000
70,3,2,70,675000
72,3,3,72,1200000
71,3,3,71,900000
70,3,2,70,1500000
75,3,2,75,2600000
68,3,3,68,350000
72,3,2,72,2400000
76,2,2,76,6000000
75,3,2,75,2700000
70,3,2,70,1600000
72,3,2,72,1300000
71,3,2,72,2800000
70,3,2,70,725000
73,4,2,73,1600000
75,3,2,75,5000000
74,2,2,74,5000000
71,1,2,71,1800000
72,2,2,72,2400000
74,3,2,73,3500000
72,3,2,72,2400000
67,2,2,67,600000
74,3,2,74,4400000
70,3,2,70,1600000
73,3,2,73,1600000
70,3,2,70,1400000
74,3,2,74,2300000
71,3,2,71,1800000
72,3,2,72,2400000
74,3,4,75,7000000
71,3,2,71,2100000
73,3,2,73,1600000
67,3,2,67,675000
69,4,4,69,1100000
70,3,2,70,1400000
74,3,2,74,4400000
65,3,2,65,425000
73,3,4,73,2400000
72,4,2,72,1300000
74,4,2,74,5000000
71,3,2,71,2100000
72,3,2,72,2400000
72,3,2,72,1300000
67,3,2,67,300000
77,3,2,77,8000000
66,3,2,66,500000
72,3,2,72,2400000
71,3,2,71,1800000
73,3,2,73,1600000
63,2,3,63,400000
71,3,2,71,2100000
70,3,2,70,1400000
63,3,2,63,325000
72,3,2,73,3100000
67,3,2,67,675000
72,3,2,72,2400000
67,2,3,67,750000
72,3,2,72,1300000
76,2,2,76,3100000
68,4,2,68,800000
75,3,2,75,6000000
71,3,4,71,2300000
69,3,3,69,650000
72,3,4,72,3000000
62,3,3,62,180000
75,2,3,75,6500000
70,4,4,70,1900000
75,4,4,75,7000000
74,5,4,74,3400000
67,3,4,67,825000
74,3,4,74,3400000
74,3,4,75,7000000
67,3,4,67,475000
66,5,3,67,475000
70,4,4,70,1100000
68,2,3,68,875000
70,3,4,70,1700000
75,3,4,75,7000000
68,3,4,68,550000
67,3,4,67,825000
72,4,4,72,3000000
72,3,4,72,3000000
70,4,4,70,1700000
76,4,4,76,8500000
74,3,4,74,3400000
74,4,4,74,3400000
72,4,4,72,1900000
68,4,4,68,875000
71,3,4,71,1400000
74,3,4,74,3400000
74,3,4,74,3400000
70,4,4,70,1700000
69,3,3,69,1100000
67,3,3,67,825000
67,3,4,67,850000
74,3,3,74,6000000
64,3,2,64,500000
73,3,4,74,6000000
75,4,3,75,6500000
63,3,4,63,400000
66,5,4,66,725000
73,3,4,73,4000000
73,3,4,76,7500000
74,3,3,74,6000000
68,5,4,68,575000
75,3,4,75,7500000
66,3,3,66,725000
70,2,3,70,1100000
65,4,3,66,650000
73,3,4,73,2500000
64,4,4,64,500000
71,4,3,72,3100000
68,3,3,68,575000
72,3,4,73,4000000
70,3,4,70,1800000
72,5,4,72,3100000
71,2,4,71,2300000
64,3,3,64,450000
77,3,3,77,10000000
72,1,1,72,2100000
75,3,2,75,5000000
73,3,3,73,1500000
71,3,2,71,950000
70,3,2,70,1400000
63,4,3,66,700000
71,3,3,73,2400000
65,3,3,77,1100000
73,3,3,79,4300000
60,3,3,74,550000
56,3,3,67,170000
60,3,2,61,200000
64,3,2,69,600000
73,2,2,82,7000000
59,4,2,70,450000
60,3,2,75,525000
60,3,2,68,270000
76,3,2,87,12000000
79,3,1,94,28500000
66,3,2,73,925000
62,3,1,67,290000
59,3,2,72,280000
50,3,2,63,50000
64,3,2,75,875000
53,2,2,68,170000
78,4,5,92,31000000
61,3,2,78,900000
65,2,2,66,650000
63,3,2,79,675000
74,3,3,79,7500000
63,3,2,81,1100000
57,3,3,65,140000
52,3,2,62,80000
63,2,2,82,1800000
52,3,2,68,210000
57,2,3,72,220000
60,3,2,69,375000
55,3,2,68,150000
53,2,1,70,160000
65,2,3,84,1100000
77,4,3,86,12000000
61,3,2,79,725000
56,2,2,60,100000
58,3,3,68,210000
68,3,3,79,1500000
65,3,3,78,2600000
67,3,3,78,1300000
58,3,3,64,170000
63,3,3,67,475000
53,3,2,73,110000
59,3,3,70,260000
63,3,3,74,625000
68,2,2,82,1700000
59,3,2,70,240000
54,2,2,71,240000
65,3,4,70,725000
72,3,2,77,7000000
69,3,2,74,1000000
66,3,3,71,1300000
66,3,2,74,925000
58,3,2,74,425000
67,3,1,80,1200000
63,3,1,83,600000
55,2,2,71,180000
58,3,2,66,150000
62,2,2,76,650000
62,2,2,75,600000
60,2,2,75,425000
62,2,2,80,925000
60,2,3,75,550000
65,4,2,82,975000
53,3,2,70,130000
63,3,3,69,500000
59,2,2,77,450000
57,3,2,77,375000
74,5,2,85,8500000
75,4,2,86,12500000
52,2,2,65,130000
72,3,3,79,5500000
65,3,2,73,800000
66,3,3,78,1300000
66,2,3,69,675000
78,3,3,83,16500000
64,3,3,76,800000
65,3,3,70,775000
73,4,3,82,10500000
66,3,3,66,625000
65,4,2,70,825000
64,3,2,73,700000
54,3,2,64,120000
70,3,2,80,6500000
68,2,4,82,2000000
62,3,3,69,425000
66,3,2,74,1000000
55,2,1,72,230000
60,3,3,69,325000
59,2,2,73,300000
62,3,2,72,425000
74,3,3,79,7500000
62,3,3,76,650000
62,3,3,74,550000
56,3,3,68,160000
56,2,2,56,70000
66,2,2,72,750000
65,2,1,78,1000000
60,2,1,60,0
56,3,2,79,400000
66,3,2,68,700000
70,3,2,73,3200000
60,2,2,68,400000
69,3,2,84,6500000
60,3,2,73,900000
59,2,1,69,325000
47,3,2,56,40000
61,3,2,80,725000
64,2,2,73,600000
66,3,2,78,1100000
69,3,2,80,3200000
62,3,3,73,525000
57,3,2,68,170000
59,3,3,70,450000
73,3,4,81,4800000
54,3,2,65,110000
59,2,2,74,550000
62,2,3,72,0
58,3,2,70,200000
57,3,2,71,210000
52,3,1,65,110000
68,3,3,75,1100000
56,2,2,66,130000
64,2,2,75,775000
58,2,3,74,450000
63,3,2,68,425000
54,2,1,71,160000
57,2,2,69,180000
61,2,3,70,525000
68,3,2,75,1100000
58,3,2,66,160000
56,3,2,75,200000
58,4,2,71,325000
57,2,2,67,150000
60,3,3,67,290000
65,3,2,72,500000
59,3,3,78,500000
61,3,3,78,550000
64,3,3,76,925000
69,3,2,86,6500000
65,3,3,81,1400000
51,2,1,64,100000
70,3,4,85,3800000
57,4,3,73,250000
72,4,3,82,5000000
61,2,3,75,500000
56,2,2,57,100000
63,3,2,73,525000
62,3,3,77,975000
59,3,1,80,650000
61,3,2,78,425000
68,3,3,77,2500000
68,3,2,85,1900000
53,2,2,69,190000
56,2,2,65,130000
63,3,2,76,600000
57,3,2,70,290000
62,3,3,77,300000
60,3,3,67,290000
63,3,2,73,500000
58,3,1,68,160000
57,3,2,62,90000
63,1,2,70,0
60,3,2,76,600000
60,2,2,66,240000
62,3,3,66,350000
72,3,2,86,7500000
61,3,3,78,975000
53,1,1,63,70000
65,2,2,74,825000
70,2,2,84,10000000
59,3,1,71,220000
65,3,2,77,850000
63,3,3,72,575000
69,3,3,83,5500000
68,3,2,76,1000000
66,4,2,78,1000000
61,3,3,77,550000
64,4,3,82,925000
65,4,3,85,1300000
67,4,3,80,1400000
58,3,3,72,550000
68,3,3,79,1400000
59,2,3,68,200000
60,3,3,75,450000
81,5,5,92,40000000
58,3,2,71,350000
52,3,2,75,100000
54,3,2,69,150000
61,2,2,70,325000
66,1,1,76,800000
67,3,2,88,6500000
68,2,2,84,6000000
59,3,2,69,500000
62,3,4,66,650000
62,2,1,65,350000
58,2,2,57,80000
64,3,3,63,325000
65,4,2,70,625000
65,1,2,71,725000
65,3,2,71,875000
70,2,2,78,2800000
67,4,2,67,475000
64,3,1,75,750000
59,3,2,59,160000
54,3,2,78,290000
65,3,3,70,700000
63,2,2,79,825000
60,2,3,79,750000
66,2,3,77,1100000
66,3,2,76,925000
58,3,3,70,230000
68,4,3,80,3600000
61,3,2,72,475000
70,3,2,81,1600000
60,3,3,78,425000
58,3,2,76,300000
73,3,1,76,2300000
59,3,3,66,190000
57,4,2,77,575000
62,3,3,70,1200000
59,3,2,59,0
60,3,3,76,425000
55,4,2,68,170000
51,2,1,57,30000
64,3,2,78,925000
50,2,2,62,50000
64,3,4,72,750000
54,2,2,54,50000
57,2,2,58,90000
62,3,1,80,0
61,3,2,73,450000
67,2,2,80,3200000
64,4,3,69,625000
54,3,2,68,160000
52,3,2,55,70000
54,3,2,69,130000
65,3,3,75,875000
61,4,2,78,975000
48,2,2,75,160000
67,3,3,80,1500000
66,3,2,75,975000
76,3,2,87,11500000
75,3,3,85,11000000
53,2,2,63,110000
70,3,3,84,4400000
56,3,1,60,80000
57,3,2,77,300000
63,3,2,64,350000
62,2,2,70,450000
59,2,3,78,325000
60,2,1,66,240000
68,3,3,73,1200000
64,2,2,64,180000
64,3,2,64,350000
59,3,2,78,325000
58,2,2,61,130000
78,3,3,89,22000000
60,2,2,72,425000
59,2,1,70,210000
53,3,2,61,90000
62,3,2,81,3200000
60,3,2,68,350000
77,3,1,89,11500000
66,3,4,68,775000
69,3,3,71,1100000
65,3,3,73,800000
67,5,3,81,1700000
60,2,1,77,650000
53,3,1,65,80000
68,3,3,68,900000
69,3,3,81,1900000
62,3,2,67,350000
54,2,3,73,400000
69,3,3,84,5500000
77,4,3,94,41500000
62,3,2,76,600000
49,2,1,57,30000
50,3,2,69,150000
66,4,3,76,750000
69,3,2,77,2500000
59,3,2,74,350000
64,2,2,69,425000
68,3,2,84,4000000
47,3,2,67,60000
70,3,3,85,4900000
57,3,2,69,280000
49,2,1,67,90000
59,3,2,78,600000
60,2,4,74,425000
62,3,2,79,1200000
54,3,2,70,160000
66,3,1,78,925000
58,3,2,76,625000
61,3,3,81,1400000
61,3,3,69,375000
65,3,2,78,1000000
61,2,2,67,350000
59,2,2,68,200000
57,2,1,63,100000
54,3,3,71,150000
70,4,3,73,2300000
64,3,3,83,900000
69,3,3,79,2700000
65,3,3,81,3900000
67,2,3,75,800000
62,3,3,79,1300000
60,2,2,68,300000
58,2,1,70,325000
57,3,2,63,130000
68,2,3,68,675000
64,2,2,70,625000
73,4,3,82,8500000
62,2,3,67,825000
67,5,3,72,900000
63,3,2,74,625000
65,3,2,75,875000
53,2,1,71,180000
61,3,3,71,400000
63,3,3,80,1600000
53,2,2,74,220000
63,3,2,70,450000
60,3,2,67,270000
58,3,2,64,0
57,3,2,78,300000
67,4,3,83,4200000
60,4,2,72,325000
57,3,2,65,325000
60,3,2,71,550000
69,3,4,76,3200000
65,4,3,65,550000
62,3,2,62,240000
72,4,3,79,8500000
67,4,3,68,900000
58,2,2,80,1200000
66,3,2,70,700000
65,3,3,70,725000
54,3,4,66,280000
69,3,2,75,850000
61,2,2,71,725000
60,3,3,66,290000
56,3,3,65,140000
65,2,1,65,220000
68,3,2,73,1000000
60,2,2,67,250000
69,3,3,83,7000000
55,3,2,67,140000
64,2,3,69,600000
60,2,2,65,230000
62,3,2,69,500000
60,2,3,65,375000
61,2,2,69,350000
61,3,2,62,325000
65,3,2,73,1000000
50,3,2,59,40000
61,4,2,75,550000
64,2,2,65,400000
61,3,3,73,450000
66,3,2,70,775000
65,3,2,65,575000
63,3,3,75,675000
73,3,3,73,4200000
66,4,3,84,3900000
55,3,3,63,170000
57,2,1,72,650000
64,2,2,75,850000
60,3,2,67,300000
54,3,1,66,90000
71,5,3,82,3600000
64,3,3,72,675000
58,2,3,67,200000
71,3,4,83,4200000
71,3,2,85,5000000
56,3,3,69,170000
55,2,1,68,140000
63,3,2,69,425000
60,2,1,72,425000
54,3,2,70,130000
55,2,1,78,525000
65,3,3,67,825000
59,3,3,68,240000
58,3,2,73,400000
73,3,2,84,8000000
69,3,3,70,1100000
51,3,1,69,70000
64,2,2,64,350000
68,3,3,75,975000
63,3,3,70,625000
62,3,2,79,1200000
72,4,3,75,3900000
62,3,2,75,1000000
57,3,2,59,110000
62,3,3,73,800000
63,3,2,70,525000
67,3,3,71,1000000
57,2,3,61,120000
61,3,2,69,325000
64,2,3,71,625000
62,3,3,69,500000
51,3,2,66,80000
60,3,2,68,675000
71,3,2,74,2500000
52,4,3,70,70000
57,3,2,70,280000
59,3,2,67,230000
67,3,1,72,2100000
58,3,2,77,850000
64,3,2,73,675000
66,2,2,70,700000
65,3,3,65,525000
53,3,2,64,100000
64,4,3,66,650000
58,3,2,66,160000
68,4,3,74,1400000
64,2,2,74,825000
78,3,1,77,6000000
67,4,3,74,1100000
63,2,1,80,1100000
69,2,2,78,2800000
54,3,3,61,90000
62,2,1,67,325000
72,4,3,76,3100000
71,3,2,86,7000000
58,3,2,64,180000
58,3,2,72,325000
65,2,3,74,950000
66,3,3,70,850000
72,4,2,88,12000000
64,3,3,78,1600000
48,3,2,66,60000
67,3,2,69,775000
65,4,3,66,625000
62,4,3,83,1100000
67,3,3,71,1100000
65,5,3,72,1200000
75,3,2,77,6000000
56,3,2,71,180000
56,3,3,71,220000
64,2,2,72,575000
52,3,2,70,170000
69,3,2,84,3900000
57,3,3,68,170000
62,3,2,74,450000
65,3,3,64,475000
70,3,3,67,800000
67,2,3,67,725000
66,3,1,78,925000
60,3,1,69,240000
60,3,2,76,525000
65,3,3,77,800000
70,4,2,81,7000000
65,2,1,66,425000
61,2,1,62,210000
54,2,1,62,90000
65,3,2,62,70000
50,2,2,59,110000
70,3,2,67,525000
68,4,3,68,875000
68,4,3,66,600000
66,3,2,65,450000
70,2,3,79,4400000
62,2,3,62,240000
65,2,3,66,675000
67,3,3,80,2900000
61,3,4,63,400000
64,2,3,77,875000
58,3,3,73,350000
56,3,2,70,170000
62,2,2,72,425000
62,3,2,76,800000
65,3,2,70,525000
60,3,1,73,325000
70,3,3,82,3900000
58,2,2,74,250000
63,3,3,63,400000
58,3,1,70,160000
64,4,2,75,775000
54,2,1,68,130000
62,3,2,67,750000
71,4,3,83,3400000
75,3,3,82,7000000
62,3,2,76,800000
66,2,3,81,1600000
73,3,1,72,1900000
62,2,2,71,450000
64,2,2,67,475000
59,2,1,62,180000
58,2,1,61,100000
66,3,2,70,1400000
64,4,2,62,260000
64,2,2,64,300000
65,3,2,65,375000
64,3,3,64,375000
53,3,2,64,90000
71,2,2,80,4800000
66,3,3,68,950000
62,3,4,60,200000
68,3,2,68,600000
64,3,1,64,260000
63,3,3,63,350000
66,3,4,67,825000
64,3,2,62,240000
57,3,2,64,140000
65,3,1,60,30000
61,3,3,71,400000
53,3,3,57,40000
55,3,3,69,260000
56,2,1,72,160000
58,3,1,58,80000
70,3,2,72,1100000
63,2,2,77,725000
68,3,3,71,2100000
68,2,1,65,220000
60,2,1,60,120000
66,4,2,65,70000
65,3,2,58,110000
69,4,4,70,1700000
65,4,2,65,375000
68,3,3,72,1300000
61,3,2,68,350000
68,3,4,69,1100000
70,4,2,70,1900000
70,3,2,70,1300000
59,3,2,75,550000
63,2,2,69,500000
71,2,1,71,160000
58,3,3,69,220000
65,2,3,67,775000
53,3,1,72,210000
67,3,2,67,625000
64,3,2,66,625000
63,3,2,69,425000
59,3,2,71,475000
62,3,1,59,100000
60,3,1,60,120000
68,3,1,78,1200000
65,3,1,67,450000
54,3,1,56,50000
55,3,1,69,160000
62,3,2,61,210000
59,3,2,61,170000
68,3,2,77,2200000
57,3,2,71,525000
63,3,2,63,210000
60,4,2,62,120000
63,3,2,69,425000
61,4,3,61,270000
54,3,3,61,130000
67,2,2,78,1100000
66,3,2,73,900000
67,2,2,67,450000
55,4,3,55,50000
57,4,3,60,110000
64,3,2,67,250000
53,3,2,57,80000
64,3,3,64,475000
67,3,2,69,825000
66,4,3,72,1000000
60,3,2,60,180000
66,3,3,65,425000
69,3,2,69,700000
64,3,2,77,1100000
67,3,2,65,425000
67,5,3,67,825000
71,4,3,79,3500000
66,3,3,66,475000
60,3,2,61,190000
62,3,2,66,400000
66,3,3,67,775000
71,3,3,70,1400000
64,3,3,67,650000
57,2,2,67,140000
66,3,3,67,800000
66,3,2,80,2500000
64,3,2,66,500000
59,3,3,66,290000
53,3,3,64,100000
55,3,2,70,170000
57,3,3,70,200000
61,4,3,73,375000
54,3,3,69,150000
63,3,3,80,1600000
62,3,2,62,200000
51,3,3,70,220000
66,3,2,74,825000
66,3,3,73,575000
57,1,1,73,280000
61,3,2,74,425000
63,3,2,68,260000
74,3,2,85,9000000
66,3,2,66,575000
64,2,2,76,825000
67,3,3,78,1400000
52,2,2,68,140000
73,3,2,73,4000000
63,3,3,76,825000
54,2,1,67,130000
56,3,2,67,240000
54,2,2,63,90000
53,3,1,53,40000
57,3,3,62,110000
62,3,1,71,350000
59,3,2,68,600000
53,3,2,68,300000
65,3,2,66,525000
58,2,1,57,50000
65,3,2,65,220000
62,3,2,62,250000
57,3,2,64,220000
60,3,2,67,290000
65,2,2,70,800000
70,3,2,70,1800000
72,3,2,82,3600000
69,3,2,69,850000
56,3,2,59,90000
66,3,2,69,650000
67,3,3,67,650000
64,3,2,64,350000
55,3,2,71,170000
65,3,2,64,300000
60,2,2,75,375000
57,3,2,70,230000
60,3,3,77,950000
63,3,1,72,425000
68,4,3,67,600000
50,2,1,67,70000
65,3,2,66,375000
58,3,2,58,40000
64,3,2,64,300000
62,3,2,65,550000
66,4,4,65,525000
59,3,3,59,150000
64,4,3,67,625000
67,4,3,80,2900000
62,3,2,65,525000
71,3,3,76,3900000
63,3,2,63,250000
61,3,3,62,150000
61,3,2,61,250000
62,3,2,63,250000
58,2,1,61,100000
62,3,2,66,325000
64,3,2,63,220000
58,3,2,58,100000
57,3,2,58,100000
54,3,2,54,50000
66,3,2,67,625000
63,3,2,67,525000
63,3,3,81,800000
59,3,2,79,400000
61,3,2,78,500000
58,3,3,75,450000
58,2,2,77,375000
66,3,3,77,1100000
67,2,2,71,950000
62,2,1,62,190000
63,3,2,65,425000
64,3,3,79,1200000
53,2,2,64,90000
55,3,3,68,700000
63,3,2,62,200000
67,4,3,65,575000
52,3,3,63,100000
65,3,3,68,600000
55,3,3,76,775000
62,3,3,70,450000
61,3,2,61,230000
63,3,1,66,400000
57,3,2,55,40000
55,3,2,63,280000
50,3,3,64,60000
64,4,3,68,675000
55,3,3,62,120000
58,3,3,63,210000
70,3,2,81,5000000
66,3,2,76,1100000
57,3,3,68,775000
55,3,1,70,160000
62,3,3,62,300000
55,3,2,59,110000
55,3,3,70,190000
60,3,2,70,350000
61,3,2,61,260000
58,3,2,74,280000
65,3,2,72,650000
60,3,3,74,625000
48,3,3,64,60000
58,3,3,77,800000
63,3,2,65,450000
65,2,2,76,800000
58,3,2,75,240000
65,3,2,66,475000
68,3,3,66,625000
67,3,3,66,675000
58,3,3,67,200000
56,3,3,66,150000
57,3,3,65,150000
61,2,2,70,600000
68,4,3,66,700000
62,4,3,77,1400000
71,3,2,79,4700000
69,2,2,78,2300000
59,2,2,68,0
62,3,2,69,325000
57,2,2,75,500000
64,2,2,66,350000
66,2,2,67,575000
62,2,2,71,525000
54,3,2,74,190000
65,2,2,67,600000
52,3,2,65,90000
63,2,2,77,1100000
71,3,3,81,7500000
68,3,4,73,2200000
64,3,3,67,825000
58,2,2,59,40000
68,3,2,77,2100000
66,5,3,69,725000
61,4,2,69,375000
66,3,3,70,850000
63,3,2,75,625000
54,3,3,73,300000
72,1,3,77,5000000
54,3,2,68,160000
65,3,2,66,375000
64,4,3,69,775000
66,3,3,67,625000
52,3,2,61,100000
60,3,3,66,475000
63,2,2,62,280000
55,3,2,75,400000
65,3,2,66,325000
49,3,3,49,10000
66,3,3,69,1000000
58,2,3,67,200000
64,3,3,64,450000
51,3,2,70,70000
50,3,2,60,40000
51,3,1,51,20000
49,2,3,79,1200000
52,3,2,68,160000
52,2,2,65,100000
60,3,2,65,325000
65,3,3,67,750000
61,3,2,61,190000
61,3,3,70,525000
61,3,3,69,500000
63,3,2,60,60000
57,3,2,67,300000
62,3,4,73,800000
64,2,1,64,300000
56,2,1,59,100000
56,3,1,60,80000
62,3,2,65,325000
59,3,2,59,20000
62,3,2,63,300000
60,4,2,62,170000
59,4,2,59,20000
57,2,2,68,180000
62,3,3,62,325000
55,3,3,55,30000
63,3,2,66,375000
64,3,3,64,400000
60,2,2,61,230000
63,3,3,68,575000
62,3,3,62,325000
57,3,3,71,230000
57,2,2,70,325000
57,3,2,82,1200000
69,3,3,70,1200000
56,2,1,65,120000
61,3,3,73,450000
63,3,2,63,300000
59,3,2,69,280000
62,3,2,71,350000
56,3,2,67,200000
64,2,2,64,375000
65,3,2,77,975000
70,3,2,70,1500000
60,3,2,74,450000
52,3,2,65,100000
60,3,2,76,800000
61,3,2,61,180000
58,3,3,83,1100000
65,3,1,67,525000
68,2,2,73,1000000
69,3,2,73,1800000
61,3,3,67,325000
61,3,2,72,500000
63,3,2,69,475000
62,3,2,75,550000
60,2,1,61,170000
65,3,2,64,400000
62,2,1,70,325000
63,3,3,75,675000
58,2,3,69,220000
68,2,2,78,2200000
67,4,2,82,1700000
63,3,2,80,1200000
68,1,1,74,1700000
64,4,2,69,600000
67,5,3,66,625000
69,3,3,87,5000000
64,3,3,78,1000000
57,3,3,72,220000
55,2,3,75,180000
54,3,2,72,150000
62,4,3,75,875000
54,2,2,68,140000
54,3,3,74,450000
73,4,4,73,4000000
61,2,2,76,650000
64,3,3,71,850000
65,4,4,73,800000
64,4,3,64,300000
67,3,3,67,775000
69,3,2,73,1100000
69,4,3,74,1200000
64,4,3,69,600000
64,4,4,64,400000
64,3,3,77,975000
60,2,2,70,290000
65,3,1,65,375000
64,2,1,76,900000
66,3,2,66,375000
55,3,2,65,140000
50,3,2,80,675000
68,4,3,68,950000
61,3,3,75,450000
61,2,3,61,260000
64,2,2,65,450000
60,4,3,79,650000
